nom,street,postal_code,city,latitude,longitude,geocode_score,statut,objet,siret,mots_cles
"JET'P@S, PARTAGE",4 RUE de Ferrières,30170,Pompignan,43.894007,3.856082,0.9511,Active,"contribuer à l'insertion durable des personnes en situation de difficultés financières et de faciliter l'accès au droit commun. Proposer l'accès à une aide alimentaire participative et de qualité respectueuse de la liberté de choix et de la dignité des personnes. Proposer l'accès à du matériel de rénovation (bricolage, électroménager, matériel de loisir, jardinage, papeterie, hygiène, etc....). Favoriser la sociabilité, l'écoute et le partage. Mettre en valeur les compétences et les savoirs faire des personnes accueillies. Contribuer à restaurer la confiance et l'estime de soi. Développer des actions de développement durable",,aide alimentaire
FRANCE ORGANISME D'INSERTION,1035 RTE de Nîmes,30350,Lédignan,43.98128,4.117199,0.8483,Active,"l'entraide morale et spirituelle ainsi que l'aide par l'insertion professionnelle ; diverses missions humanitaires et sociales ainsi que l'aide alimentaire, colis alimentaires ; la collecte de vêtements, produits de première nécessite et matériels divers auprès d'organismes et d'associations publiques ou privées ; 
l'association peut participer à des projets avec des associations du même type et soutenir par tous les moyens possibles des associations d'insertion, d'aide et de formation aux plus défavorisés",,aide alimentaire | colis alimentaire
LA BIS,5 IMP Fondeville,30170,Saint-Hippolyte-du-Fort,43.964165,3.857485,0.8397,Active,"d'aider des personnes en situation de précarité, (c'est à dire subissant la violence du capitalisme et du patriarcat notamment des parents isolés, ) dans différents aspects de leur vie, en particulier à accéder à un logement décent et confortable, mais aussi pour de l'aide alimentaire, du soutien moral, de l'accompagnement dans différentes démarches, dans le soin porté à elles-mêmes et leurs éventuels enfants ; d'avoir l'usage de logements par différente manières, que ce soit l'achat, le don, l'apport avec droit de reprise, un bail emphytéotique ou tout autre moyen de mise à disposition, afin de gérer ce bien immobilier en vue de l'entretenir et de l'améliorer, avant pendant et après l'usage qu'en feront les personnes recevant cette aide ; de louer des logements dont le montant du loyer puisse être inférieur au prix du marché ; de favoriser et soutenir des initiatives de solidarité, de mise en commun, d'éventements 
sociaux et culturels",,aide alimentaire
ASSOCIATION LA CUISINE YAÂNI,4 RUE des Ecoles,30440,Sumène,43.978961,3.716646,0.9469,Active,"partage des savoirs faire liés à l'alimentation, transmission et l'échange de pratiques culinaires, gestion d'activités de cantine solidaire et participative, sensibilisation aux pratiques agro-écologiques, la lutte contre le gaspillage alimentaire, la promotion du patrimoine gastronomique méditerranéen, l'organisation d'évènements publics visant à renforcer la mixité sociale et le vivre-ensemble et tous les autres moyens susceptibles de concourir à la réalisation de son objet",,lutte contre le gaspillage alimentaire
ENTRAIDE AUX CHRÉTIENS D'ORIENT DANS LES HAUTES-PYRÉNÉES (ECHO65),24 RUE de Pau,65100,Lourdes,43.098803,-0.048701,0.9639,Active,"l'entraide aux chrétiens d'Orient est une association philanthropique et humanitaire qui a pour objet l'aide aux chrétiens d'Orient et ne poursuit aucun but lucratif : hébergement d'urgence, apport d'aide alimentaire et accès aux soins à des réfugiés en provenance des minorités persécutées du Moyen Orient, dans la mesure des capacités financières de l'association ; promouvoir leur insertion durable par l'ouverture à la culture française et l'accès à l'éducation ; toute autre action conforme à son sujet",,aide alimentaire
ENTRAIDE PAROISSIALE DE LANNEMEZAN,59 RUE de Metz,65300,Lannemezan,43.127449,0.384903,0.9529,Active,"distribution de vêtements, meubles ou colis alimentaires aux personnes necessiteuses",,colis alimentaire
BANQUE ALIMENTAIRE DES HAUTES-PYRENEES,2 RUE de Gayan,65320,Bordères-sur-l'Échez,43.271494,0.059168,0.9482,Active,"conformément à la charte des banques alimentaires l'association a pour objet :
lutter contre la précarité alimentaire grâce aux dons, à des achats complémentaires et à la lutte contre le gaspillage alimentaire, d'utiliser l'aide alimentaire comme créatrice de lien social.
de participer à l'amélioration de l'alimentation distribuée, notamment d'un point de vue nutritionnel.
de s'adapter constamment à l'évolution des besoins de ses partenaires, de la société et des personnes en situation de précarité, dans le respect des objectifs de développement durable.
d'informer, sensibiliser, former aux bonnes pratiques alimentaires pour une alimentation saine et équilibrée, respectueuse de la santé",41809081700028,aide alimentaire | banque alimentaire | lutte contre le gaspillage alimentaire
SOLIDARITE BIGORRE SENEGAL,11 ter RTE de Lourdes,65290,Juillan,43.201876,0.03705,0.7074,Active,"avoir pour but la bienfaisance et l'action humanitaire au profit de la région de Thies au Sénégal ; aider à la scolarité ; aider au développement économique ; apporter une aide alimentaire ; assurer des moyens de subsistance par la formation et l'acquisition de métiers en correspondance avec les besoins locaux ; l'action se fait en collaboration avec le GIE Saint Paul, groupement d'intérêt économique local",,aide alimentaire
SENEGAL PYRENEES SOLIDARITE 65 - SPS65,9 RUE de l'harmonie,65000,Tarbes,43.231667,0.07323,0.9636,Active,réaliser un projet humanitaire au Sénégal dans un premier temps et de poursuivre avec d'autres   projets de solidarité comme la création d'une épicerie solidaire pour étudiants à Tarbes,,épicerie solidaire
SOS AMITIE BEL AIR 23,40 RUE Henri Roll Tanguy,65000,Tarbes,43.225106,0.079898,0.9432,Active,"apporter aux personnes en difficulté, une aide alimentaire par les dons et le partage en luttant contre le gaspillage mais aussi de s'occuper des personnes âgées du quartier Bel Air",,aide alimentaire
ACTIONS SOLIDARITÉ 65,CHEM1 Clair,65000,Tarbes,43.224932,0.088981,0.7979,Active,"récolter des dons alimentaires et autres pour mener à bien nos actions solidaire, distribution colis alimentaire, aide aux SDF, gestion d'un self services solidaire entre autre",,colis alimentaire
"ÉPICERIE SOLIDAIRE ET CULTURELLE ""EPICULT""""""",133 AV des sports,65600,Séméac,43.235958,0.10882,0.8023,Active,"créer une épicerie solidaire gérée dans le cadre de la loi 1901, proposer divers services aux habitants, être un lieu d'échanges culturels et intergénérationnels, proposer des ateliers sur le mieux-être et le bien vivre ensemble",,épicerie solidaire
ESPERANCE27,101 RUE de Dieppe,27140,Gisors,49.292393,1.780442,0.9671,Active,"promouvoir l'activité culturelle de manière positive et constructive, sur la base des valeurs chrétiennes et soutenir différentes actions dans le but de l'épanouissement des différentes générations (création de spectacles vivants, concerts gospel, ateliers, sorties pédagogiques et ludiques pour les enfants, camps et colonies pour le département enfance et jeunesse, soutien scolaire, cours d'alphabétisation, projections de films, diffusion de littérature évangélique, visite et accompagnement des personnes âgées et isolées mais aussi en perte d'autonomie, banque alimentaire, braderie vêtements et jouets, visite des personnes hospitalisées, aide psycho-sociale par l'assistante sociale de l'association, 
) ;",,banque alimentaire
DON'EURE,4 SENT1 Dumontier,27590,Pîtres,49.320422,1.225721,0.8354,Active,"aider les associations caritatives tels que les restos du coeur, la banque alimentaire ou encore le secours populaire",,banque alimentaire
OFFRIR ENSEMBLE,9 RUE Marion,27140,Gisors,49.283401,1.784376,0.9612,Active,venir en aide auprès des plus démunis ; aide alimentaire ; sorties et autres activités,,aide alimentaire
LES PANIERS DE BALOO,RTE de Flipou,27360,Pont-Saint-Pierre,49.330964,1.285363,0.8529,Active,"apporter une aide alimentaire aux personnes précaires, et de collecter les invendus alimentaires et non alimentaires, sans acheter, en luttant contre le gaspillage",,aide alimentaire
LA MAIN DE L'ESPOIR,56 BD Julien Devos,27200,Vernon,49.087684,1.473275,0.7519,Active,"mettre en place  diverses activités sociales à destination des personnes vulnérables ;
- l'assistance aux sans-abris ou aux personnes en situation de précarité, principalement à travers la distribution de repas et de kits d'hygiènes gratuits ;
- la collecte et la redistribution de vêtements et d'autres biens essentiels afin d'améliorer leurs conditions de vie ;
- la sensibilisation, la formation, l'accompagnement et le conseil, tant en interne qu'en direction de tiers, en France et à l'international ; - l'édition et la publication de tout support d'information ;
- la création et la commercialisation de produits, ainsi que la fourniture de services visant à soutenir les actions de l'association, incluant la possibilité de développer des marques et des brevets ;
- la représentation de l'association, tant au niveau public que privé.
- l'organisation de points de distribution alimentaire, qu'ils soient fixes ou mobiles, temporaires ou permanents ;
- la participation à des initiatives d'insertion et à des programmes d'aide au logement ;
- plus généralement, toutes les actions visant à combattre l'exclusion sociale
la Main de l'Espoir réalise ses activités principalement sur le territoire français et peut également intervenir à l'international, dans tous les lieux où sa mission peut être mise en oeuvre",,distribution alimentaire
DENNDAL,22 RUE Grevarin,27200,Vernon,49.089498,1.487833,0.8782,Active,"apporter une aide alimentaire régulière et d'urgence aux populations défavorisées du Sénégal ; 
envoyer des fonds importants, lorsque cela est jugé nécessaire, pour permettre l'achat en gros de denrées alimentaires au Sénégal, afin d'optimiser les coûts et soutenir l'économie locale ; 
promouvoir la solidarité internationale à travers l'envoi de denrées alimentaires, de matériel et d'équipements nécessaires à la sécurité alimentaire ; 
sensibiliser et mobiliser le public en France sur la question de l'insécurité alimentaire au Sénégal ; 
travailler en partenariat avec des associations locales au Sénégal pour une distribution équitable des aides ; 
collecter de produits alimentaires, organisation de campagnes de sensibilisation et la recherche de financements pour des projets alimentaires durables",,aide alimentaire
LES GARDIENNES DE L'ESPOIR,67 RES le Marquis,27150,Étrépagny,49.308208,1.620835,0.7750,Active,"aider les personnes en difficulté, en particulier par des actions humanitaires d' urgence, des programmes d' éducation, des soins de santé, de l'aide alimentaire et d'autres formes d'assistance destinées à améliorer les conditions de vie des populations vulnérables ; elle pourra intervenir à l' échelle locale, nationale ou internationale, selon les besoins",,aide alimentaire
SINE SALOUM,8 Bis AV Louis Pasteur,77410,Claye-Souilly,48.943237,2.683875,0.7926,Active,"aide aux personnes démunies sur le plan de : l' éducation : aide à la scolarisation ; la santé : secours d'urgence ; l'environnement ; la culture ; la nutrition : aide alimentaire d'urgence, et toute autre activité pouvant leur venir en aide",,aide alimentaire
A L'UNISSON,40 RTE des Bruyeres,27800,Bosrobert,49.214743,0.759003,0.8532,Active,"aider les familles dans le besoin, grâce à une épicerie solidaire en sollicitant la banque alimentaire ainsi que les dons",,banque alimentaire | épicerie solidaire
SISEIP ASSOCIATION,18 RUE Waldeck Rousseau,91270,Vigneux-sur-Seine,48.705357,2.414108,0.9671,Active,"accompagner les jeunes en difficultés  ; 
assurer l'évaluation et la mise à l'abri de mineurs non accompagnés  ; proposer des espaces d'hébergement pour les jeunes qui sont accompagnés dans une démarche d'autonomisation ; 
l'accompagnement éducatif à domicile  ; rupture de l'isolement  ; 
développement des liens enfants / familles ; 
Intégration sociale par la culture et promotion des valeurs de république  ; prévention santé  ; favoriser l'égalité homme / femmes ; former les jeunes à la recherche d'emploi active ou leur proposer des formations complémentaires nécessaires  à leur employabilité  ; 
aide à la gestion du budget familial ; 
accompagnement des familles rencontrant des difficultés éducatives et sociales  ; distribution ou don d'aide alimentaire ; 
créer des espaces d'accompagnement, de suivi et de rencontre avec des jeunes et des professionnels du monde du coaching ; 
former des familles et professionnels de l'éducation, du social à l'accueil, au suivi et à l'évaluation des programmes d'accompagnement des jeunes accueillis  ; 
créer des liens entre entreprises, collectivités, associations, et institutions",,aide alimentaire
CÔTE PERDUE,18 C RUE Lucien Briand,27670,Saint-Ouen-du-Tilleul,49.29116,0.955877,0.8616,Active,"promouvoir l'action caritative ; venir en aide aux personnes dans le besoin, apporter de l'aide et du soutien aux plus démunis, promouvoir l'aide alimentaire, la réinsertion sociale et l'aide financière",,aide alimentaire
BETH AHAVAH,58 RUE Marcel Baudot,27160,Breteuil,48.842216,0.919534,0.9562,Active,"aider les personnes en marge de la société/démunis/cas sociaux à travers notamment diverses interventions au sein de maisons sociales ,maisons de retraite, foyers femmes-enfants, foyers personnes déficientes, foyers sans-abri etc. Liste non exhaustive, réaliser des maraudes pour les sans-abri, réaliser des opérations caddies pour la mise en place éventuelle d'une épicerie solidaire, récupérer des invendus des grandes surfaces,boulangeries, commerces de proximité afin de
redistribuer aux personnes dans le besoin,",,épicerie solidaire
ASSOCIATION DE SOLIDARITE CITOYENNE,36 RUE de Rugby,27000,Évreux,49.008428,1.159273,0.9675,Active,"identifier les activités culturelles et sociales, assurer les relations avec les associations dont la mission consiste à réaliser des objectifs culturels et sociaux aussi bien à l'échelon national qu'à celui des états amis et frères, rapprocher et aider à l'intégration des communautés étrangères, renforcer et consolider les relations européennes, France-Maroc, renforcer les liens d'amitiés et actions humanitaires nord-sud, aider et contribuer à l'alphabétisation des femmes de toutes communautés, aider au soutien scolaire et suivi trimestriel et annuel, initiation et formation aux outils informatiques, dispense de cours d'éducation civique aux jeunes filles et garçons de 6 à 18 ans, accompagner et aider aux formalités administratives, médiation entre les parents-enfants-professeurs-institutions, apporter une aide alimentaire et vestimentaire temporaire à des familles démunies, tout en leurs demandant une attribution financière symbolique, la durée de l'association est indéterminée, toute activité à caractère politique syndical ou religieux est interdite au sein de l'association",,aide alimentaire
YSOS,11 RUE du Meilet,27000,Évreux,49.024982,1.147223,0.9671,Active,"mettre en oeuvre les politiques publiques ou s'y associer dans les domaines de l'hébergement, du logement, de l'habitat, de l'insertion sociale et/ou professionnelle, de l'accès aux soins, de l'aide aux victimes, de l'accès aux droits, et également dans le champ judiciaire et d'une manière plus large, dans tout le domaine relevant de l'action sociale et de la prévention ; déployer également des activités liées à l'insertion professionnelle notamment par l'intermédiaire d'ateliers et de chantier d'insertion ; favoriser l'inclusion professionnelle d'un public éloigné de l'emploi notamment vers les métiers de l'agriculture et de la transition écologique ; former, informer, conceptualiser et élaborer des projets d'évaluation, mettre en oeuvre des actions concrètes
contre l'exclusion (comme l'aide alimentaire) champ de l'économie solidaire et pour l'inclusion sociale ; exercer des prestations de formation professionnelle en interne comme en externe ; se doter de structures spécifiques, conformes à la législation en vigueur et à l'objet concerné, et développer tous ; apporter sa garantie et son soutien sous toute forme jugée nécessaire à toute structure dont l'objet est similaire ou qui plus généralement poursuivant une mission sociale, sociétale, environnementale ou territoriale, qu'elle fonde elle-même ou à laquelle elle participe, qu'elle finance et dont elle favorise le développement",,aide alimentaire
BANQUE ALIMENTAIRE DE L EURE,16 RUE du docteur baudoux,27000,Évreux,49.037971,1.138386,0.8212,Active,contribuer à apporter une réponse face à l'urgence des problèmes de la faim en région normande par la collecte et la distribution de surplus et de dons alimentaires cela en utilisant le canal d'associations ou de groupements agrées par la banque alimentaire,,banque alimentaire
ENTR'AIDE ET PARTAGE,30 RUE Guy de Maupassant,27640,Breuilpont,48.96149,1.432704,0.9516,Active,"organiser la collecte de denrées alimentaires dans le cadre des stuctures, nationale et départementale reconnues sous le nom de banque alimentaire, distribuer aux familles qui connaissent des difficultés passagères, des denrées alimentaires mises à dispostition par la banque alimentaire, après demande des intéressés, les conditions d'attribution sont celles définies par les services sociaux qui travaillent sur la région, en lien avec le bureau de l'association et parès étude des dossiers individuels, en fonction des possibilités et des priorités qui dz dégagnet, redistribuer à ces mêmes familles de tous autres biens ou services dont la gestion serait confiée à l'association, mettre en relation des familles entre elles et avec les services compétents, afin de leur proposer un lieu de rencontre et des aides en matière de conseil et de logistique",,banque alimentaire
PANIER SOLIDAIRE MARCELLOIS (PSM),46 RUE Roger Poulain,27950,Saint-Marcel,49.094687,1.445743,0.8662,Active,"apporter une aide alimentaire aux habitants de saint marcel, participer à la lutte contre la pauvreté et la précarité sous toutes ses formes, matérielles, santé, culturelles, etc, en s'inscrivant aussi dans la lutte contre le gaspillage alimentaire",,aide alimentaire | lutte contre le gaspillage alimentaire
FEMMES UNIES,16 ALL Pascal Porte,27000,Évreux,49.009144,1.147564,0.8579,Active,"sortir les femmes de toute culture de leur isolement par des rencontres festives, familiales, culturelles ; le but est que chacune puisse exprimer ses différences dans un contexte cuménique et fraternel ; les femmes des quartiers sensibles seront prioritaires ; récolter des dons afin d'élaborer des projets ambitieux ; mettre en place des actions caritatives, dont des épiceries solidaires ;",,épicerie solidaire
EVREUX POUR TOUS (EPT),41 RUE du fer à cheval,27000,Évreux,49.028458,1.168295,0.9707,Active,"soutenir toute personne isolée ou non sans condition, ni distinction, désirant concrétiser des projets artistiques, humanitaires, créer des liens entre les habitants de la ville d'evreux afin de faciliter les échanges amicaux autour d'activités artistiques, culturelles, éducatives voire sportives et organiser, animer et promouvoir tous types d'événements, concert, spectacle, barbecue, tournoi sportif, dans, créer une épicerie solidaire afin d'apporter une aide alimentaire temporaire à des personnes momentanément démunies, être un lieu d'accueil et de rencontre, en vue de contribuer à faciliter, voir à restaurer les liens sociaux, être un lieu d'écoute neutre, développer des animations individuelles ou collectives proposées par des bénévoles, consolider les partenariats, d'esprit laïque, l'association evreux pour tous s'interdit toute discussion et propagande politique ou religieuse",,aide alimentaire | épicerie solidaire
SOLIDARITÉ SANS FRONTIÈRES,17 RUE Irène et Frédéric Joliot Curie,27000,Évreux,49.010178,1.162552,0.9677,Active,"apporter une aide humanitaire aux personnes en situation de vulnérabilité, en particulier aux réfugiés et aux migrants ; l'association a pour mission de :soutenir les personnes déplacées dans leurs démarches administratives et juridiques ; apporter une aide alimentaire, vestimentaire et médicale ; favoriser l'intégration des réfugiés et des migrants dans la société française ;",,aide alimentaire
ASSOCIATION UN COEUR UNE ACTION,7 RUE Rene Cassin,27180,Saint-Sébastien-de-Morsent,49.011797,1.090429,0.9571,Active,promouvoir l'aide humanitaire par l'organisation de maraudes en venant en aide aux plus démunis à travers la création  de liens sociaux la distribution de repas chauds et colis alimentaire d'urgence sensibiliser le grand public et les acteurs locaux a la situation des sans abris,,colis alimentaire
ASSOCIATION LA SOURCE,14 RUE des Deportes,27000,Évreux,49.019175,1.155996,0.9641,Active,"apporter l'aide alimentaire et médicale gratuitement, organiser des maraudes, des conférences et des concerts chrétiens , distribuer les vêtements, exporter du matériel médical dont les médicaments sans ordonnance pour en faire don gratuitement sur place lors des différentes missions humanitaires ;",,aide alimentaire
SOLID'AIR,Parc An Ty,22480,Sainte-Tréphine,48.283072,-3.172565,0.9343,Active,"distribuer des colis alimentaires aux personnes démunies ainsi que de les aider par le biais de différentes actions sociales ; il s'agit également de récupérer des vêtements, meubles etc afin de les distribuer aux ménages pauvres ou de les vendre pour réinvestir dans l'action sociale envers les bénéficiaires",,colis alimentaire
NOUVELLE EPICERIE SOLIDAIRE - LES PETITS PANIERS,LD Coat Quividec,22810,Plougonver,48.503422,-3.372694,0.8540,Active,"proposer une aide alimentaire à prix réduits à destination des personnes en situation de précarité dans des locaux aménagés ; établir une passerelle vers une action solidaire beaucoup plus étendue ; lieu d'accueil , d'écoute et d'échange ; collecter des dons alimentaires auprès des magasins de la grande distribution et agro-alimentaire ; collecter des fonds à travers les dons, mécénats et organisations évènementielles de toute nature ; promouvoir des actions publicitaires sur tous supports",,aide alimentaire
AIDE SAINT JOSEPH,14 RUE Des Ecoliers,22200,Plouisy,48.577567,-3.18402,0.8654,Active,aide alimentaire part le biais de récupération de denrées en accord avec la législation et les règles d'hygiène et de sécurité en vigueur,,aide alimentaire
BANQUE ALIMENTAIRE DES CÔTES D'ARMOR,126 RUE de l'Aérodrome,22300,Lannion,48.751561,-3.467274,0.9665,Active,"apporter aux personnes en difficulté une aide alimentaire par le don et le partage, notamment en luttant contre le gaspillage",37955019700030,aide alimentaire
CENTRE ALIMENTAIRE DU TREGOR (CAT),126 RUE de l 'aérodrome,22300,Lannion,48.751561,-3.467274,0.9665,Active,"distribuer individuellement de l'aide alimentaire et des produits d'hygiène, fournis par la banque alimentaire ou tout autre partenaire ou fournisseur, aux familles nécessiteuses ; les bénéficiaires des actions de l'association sont les personnes dirigées vers le centre alimentaire par le CCAS de Lannion, et par les CCAS des communes environnantes qui ne procèdent pas à la distribution eux-mêmes ; les interventions des membres de l'association sont réalisées sur la base du bénévolat",,aide alimentaire | banque alimentaire
THE BLAST WAVE,32 RUE Jean Marie le Foll,22300,Ploubezre,48.701524,-3.448397,0.9610,Active,"promouvoir, produire et organiser des évènements musicaux et associatifs ; distribution alimentaire au sein d'évènements associatifs ;",,distribution alimentaire
ASSOCIATION KERGAÏA,3 Croas Ar Coq,22310,Trémel,48.610951,-3.604896,0.6097,Active,"produire et vendre des produits artisanaux ; vendre des biens et des services ; promouvoir la culture pour tous ; sensibiliser à l'environnement ; mettre en place une épicerie solidaire (aide aux personnes en difficulté financière...) ; promouvoir l'habitat groupé ; aider et accompagner des malades et leur famille ; protéger la nature, la santé; assurer le rayonnement de l'association sur le plan national et international par le biais de partenariats, expositions, formations, ou autres formes de son choix",,épicerie solidaire
SOCIETE DE SAINT-VINCENT-DE-PAUL - CONSEIL DEPARTEMENTAL DES COTES D'ARMOR,32 RUE Saint Elivet,22300,Lannion,48.728085,-3.448749,0.9669,Active,"développer l'action vincentienne ; réaliser ou soutenir toutes les initiatives en faveur de l'aide et de l'action sociale, de la fraternité, de la prévoyance, de la protection de la santé, de l'assistance matérielle, morale et spirituelle, et toutes oeuvres de bienfaisance ; favoriser toute action en faveur de l'aide alimentaire, de l'insertion, de l'hébergement, du logement ou de l'amélioration du logement des personnes défavorisées ; coordonner les conférences et les oeuvres établies ou à établir dans le département, d'aider à développer leur vie spirituelle à intensifier leur service ainsi qu'à aider à la création de nouvelles conférences ; favoriser la coopération entre conférences du département notamment sur le plan financier ; favoriser le jumelage des conférences du département avec des conférences d'autres pays notamment des pays en voie de développement ; faire rayonner la pensée et le souvenir de Frédéric Ozanam par tous moyens et notamment la diffusion de ses écrits",,aide alimentaire
DIVERS'SONS,5 PL du Carouge,22800,Quintin,48.40365,-2.906534,0.8069,Active,"organiser diverses manifestations (concert, concours de pétanques, concours de boules bretonnes) suivant l'article L442-7 du code du commerce en soutien aux familles les plus démunies afin de leur offrir des vacances ou encore une aide alimentaire",,aide alimentaire
CHILDREN OF NEPAL,7 RUE Beaumanoir,22600,Loudéac,48.17084,-2.744758,0.9598,Active,"aide humanitaire ; soin, aide alimentaire et vestimentaire ; répondre aux besoins des enfants",,aide alimentaire
ENTR'AIDE ET SOLIDARITE EN ARMORIQUE,mairie,22120,Yffiniac,48.484528,-2.676869,0.6146,Active,"aider toute personne se trouvant au cours de leur vie en difficulté dans leurs activités étudiantes, professionnelles ou au cours de leur retraite ou toute situation (aide alimentaire, aide aux personnes, aide à la mobilité, aide à l'aménagement du domicile)",,aide alimentaire
PAIX DU COEUR,2 PL de Montenegro,35200,Rennes,48.08883,-1.65532,0.8315,Active,"créer une épicerie solidaire pour apporter une aide aux personnes nécessiteuses, créer un espace de rencontre et de convivialité sous forme d'un bar associatif afin d'animer et d'améliorer la qualité de vie des habitants, créer des animations et prestations de service, initiation à la langue française pour les étrangers arrivants, lutter contre le gaspillage, concevoir développer et organiser des actions humanitaires et culturelles, au profit de personnes en précarité, par le biais de vente à bas prix de divers articles reçus en dons; mettre un véhicule à disposition à tout (e) travailleur (se) sans permis pour se rendre au travail en dehors des horaires de transport en commun; ouvrir un lieu de vente de vêtements d'occasion, organiser diverses activités d'import et export , faire de la vente  ambulante de produits alimentaires et textiles sur les marchés et dans les lieux publics, collecter tous ls produits pouvant améliorer la condition de vie de la population",,épicerie solidaire
NOUVEAUX DÉPART,9 RUE de Genève,22000,Saint-Brieuc,48.517285,-2.74202,0.9691,Active,"aide au niveau national : venir en aide et améliorer les conditions de vie des personnes sans domicile fixe, des migrants, des réfugiés, des exilés, des populations en détresse ou victime de violence ; nous souhaitons leur apporter une aide alimentaire, administrative et psychologique afin qu'il retrouve autonomie et dignité ; aide a l'international : apporter une assistance et aide humanitaire et de réaliser des actions de solidarités et de bienfaisance auprès de populations vulnérables du fait d'une oppression politique, ethnique, économique ou sociale, de guerre, de catastrophe, de menace écologique ou de toute autre situation d'urgence ou de sous-développement, dans le but de répondre à leurs besoins vitaux",,aide alimentaire
ENTRAIDE ET SOLIDARITÉ,30 RUE la Metairie Neuve,22150,Plouguenast-Langast,48.278737,-2.686279,0.7362,Active,"apporter une aide alimentaire à des personnes démunies (adressées par les services sociaux du secteur ou inscrit directement au siège de l'association) tout en leur demandant une participation financière de 1 par personne et par colis ; être un lieu d'accueil et de rencontre, en vue de contribuer à faciliter, voire à restaurer les liens sociaux ; être un lieu d'écoute neutre et non jugeante ; développer des animations individuelles ou collectives proposées par des bénévoles et le bureau ; consolider les partenariats avec les magasins de la région ; organiser des collectes alimentaires dans l'année afin de proposer les produits aux bénéficiaires",,aide alimentaire
EPIXYLE,3 LD Le Châtelier,22230,Laurenan,48.212412,-2.525668,0.8512,Active,"création et gestion d'une épicerie solidaire; offrir une seconde chance aux invendus des producteurs et commerçants pour les proposer à prix préférentiels à un public en fragilité économique et sociale, l'association peut aussi proposer d'autres produits qui ne sont pas issus des invendus et la mise en place d'ateliers et formations concernant l'alimentation, les processus de transformation alimentaire, ou tout autre sujet en lien avec les problématiques d'économie sociale et solidaire; l'association peut aussi avoir pour but d'organiser ponctuellement des événements sur son lieu d'activité ou dans tout autre lieu",,épicerie solidaire
COMITÉ D'INTÉGRATION DES ETUDIANTS EN CÔTES D'ARMOR (CIE-CA),2 AV Antoine Mazier,22000,Saint-Brieuc,48.513912,-2.741718,0.8279,Active,"assister , orienter  les étudiants venant dans les côtes d'Armor à s'intégrer , à trouver des logements , des jobs étudiants et à bénéficier des aides alimentaires et financiers ;association a but non lucratif",,aide alimentaire
SOLIDARITÉ SOKA UKRAINE,3 Meudon,22120,Quessoy,48.42118,-2.626645,0.9481,Active,"apporter au déplacés ukrainiens victimes du conflit russo-ukrainien une aide alimentaire, vestimentaire, au logement, ç l'emploi et toutes formes d'aides de nature à faciliter leur installation en france et leur intégration; envoyer du matériel en ukraine ou en en pologne pour venir en aide aux victimes de la guerre en ukraine restés sur place; permettre les déplacements à l'aller comme retour des réfugiés ukrainiens; assurer le financement des dépenses de santé des réfugiés ukrainiens; envoi d'aide humanitaire, médicale, vestimentaire vers l'ukraine et ses pays limitrophes excepté les pays membres de la fédération de russie;",,aide alimentaire
EPICERIE SOLIDAIRE CLOAREC,98 RUE Jules Ferry,22000,Saint-Brieuc,48.499489,-2.770946,0.9752,Active,"lutter contre la précarité alimentaire et l'exclusion sociale ; 
- Gérer une épicerie solidaire permettant aux personnes en difficulté d'accéder à des produits alimentaires et d'hygiène à prix réduits ; 
- Favoriser l'insertion sociale, l'autonomie et la dignité des bénéficiaires ; 
- Organiser des ateliers éducatifs (nutrition, gestion du budget, cuisine, santé, développement durable) ; 
- Développer des actions de solidaires, de prévention, d'entraide et de partenariat avec les collectivités, associations, entreprises et institutions ; 
- Collecter, recevoir et redistribuer des dons alimentaires et matériels dans le respect de la réglementation en vigueur ;",,épicerie solidaire
AVENIR SOLIDAIRE DE SENARPONT ET ENVIRONS PONT VERTS,51 PL du Général Leclerc,80140,Senarpont,49.88863,1.719493,0.8426,Active,trier des vêtements les récupérer et les valoriser ce qui inclura la création d'un vestiaire contribuer à financer par le bénéfice réalisé les frais de fonctionnement de la banque alimentaire d'oisemont d'une part créer un système d'échange local sel échanger des compétences permettre aux membres de développer leur créativité et leurs dons en particulier dans le domaine artisanal et artistique se soucier des plus malheureux,,banque alimentaire
SOLIDARITE COTE PICARDE ANTENNE BANQUE ALIMENTAIRE,27 bis Grande rue,80460,Ault,50.101307,1.4475,0.8569,Active,distribuer des denrées provenant de la banque alimentaire aux personnes démunies de Ault et des environs,813079159,banque alimentaire
LES FOLIES D'EIFFEL,5 RUE du 22 Rmve,80890,Condé-Folie,50.010105,2.013521,0.9536,Active,"épicerie solidaire pour apporter une aide alimentaire temporaire à des personnes momentanément démunies (adressées par les services sociaux du secteur) tout en leur demandant une participation financière minime, être un lieu d'accueil et de rencontre, en vue de contribuer à faciliter, voire à restaurer les liens sociaux, développer des animations individuelles ou collectives proposées par des bénévoles, promouvoir et développer des événements socioculturels à condé-folie et ses régions voisines aux travers de diverses actions, rencontres et échanges locaux comme européens et mondiaux ;",,aide alimentaire | épicerie solidaire
ASSOCIATION DARGNIESIENNE SOLIDAIRE,1 PL de la Mairie,80570,Dargnies,50.042631,1.525722,0.8145,Active,"distribution de colis alimentaire en partenariat avec la banque alimentaire de Longueau
Apporter une aide administratives",,banque alimentaire | colis alimentaire
